paper_id,filename,title,authors,booktitle
125808,http:///vis-www.cs.umass.edu/vislib/Text/iuw94/triangulation.ps.gz,"'Triangulation without correspondences,'","Y.-Q. Cheng, R. Collins, A. Hanson and E. Riseman,","Proc. Arpa Image Understanding Workshop,"
125808,http:///www.ius.cs.cmu.edu/IUS/saradar/Papers/iuw94_cheng.ps.gz,"'Triangulation without correspondences,'","Y.-Q. Cheng, R. Collins, A. Hanson and E. Riseman,","Proc. Arpa Image Understanding Workshop,"
125945,http://ftp://ftp.cs.umd.edu/pub/papers/papers/2983/2983.ps.Z,Programming language support for multicast communication in distributed systems.,E. Cooper.,"In Proceedings of the 10th IEEE Conference on Distributed Computing Systems,"
125947,http://ftp://theory.lcs.mit.edu/pub/people/oded/agpv.ps,A trade-off between information and communication in broadcast protocols.,"B. Awerbuch, O. Goldreich, D. Peleg, and R. Vainish.",
125949,http:///www.cse.ucsc.edu/research/ccrg/publications/jochen.jsac.ps.gz,"Distributed, scalable routing based on vectors of link states.",J.J. Garcia-Luna-Aceves and J. Behrens.,
125949,http:///www.cse.ucsc.edu/research/ccrg/publications/jochen.phd_thesis.ps.gz,"Distributed, scalable routing based on vectors of link states.",J.J. Garcia-Luna-Aceves and J. Behrens.,
125949,http:///www.cse.ucsc.edu/research/ccrg/publications/jochen.sigcomm94.ps.gz,"Distributed, scalable routing based on vectors of link states.",J.J. Garcia-Luna-Aceves and J. Behrens.,
125958,http://ftp://ftp.cc.gatech.edu/pub/coc/tech_reports/1994/GIT-CC-94-25.ps.Z,A comparison of two practical multi-cast routing schemes.,"Ken Calvert, Ramesh Madhavan, and Ellen Zegura.",
125959,http:///www.cc.gatech.edu/projects/gtitm/papers/model.ps.gz,"'Modeling internet topology,'","K. L. Calvert, M. B. Doar, and E. W. Zegura,",
125959,http:///www.cs.gatech.edu/fac/Ellen.Zegura/papers/model.ps.gz,"'Modeling internet topology,'","K. L. Calvert, M. B. Doar, and E. W. Zegura,",
125997,http://ftp://ftp.cc.gatech.edu/pub/coc/tech_reports/1994/GIT-CC-94-46.ps.Z,Generation and analysis of random graphs to model internetworks.,M. Thomas and E. W. Zegura.,
125997,http:///www.cs.berkeley.edu/~mct/papers/GIT-CC-94-46.ps.Z,Generation and analysis of random graphs to model internetworks.,M. Thomas and E. W. Zegura.,
126050,http:///www.cs.dartmouth.edu/~cliff/papers/SodaScheduling.ps.Z,Approximation techniques for average completion time scheduling.,"C. Chekuri, R. Motwani, B. Natarajan, and C. Stein.","In Proceedings of the 8th Annual ACM-SIAM Symposium on Discrete Algorithms,"
126051,http:///www.orie.cornell.edu/~shmoys/swjCj-soda97.ps,Approximation schemes for constrained scheduling problems.,L. Hall and D. B. Shmoys.,"In Proceedings of the 30th Annual Symposium on Foundations of Computer Science,"
126128,http://ftp://www.cs.rutgers.edu/pub/technical-reports/lcsr-tr-240.ps.Z,DNA sequence classification using compression-based induction.,"D. Loewenstern, H. Hirsh, P. N. Yianilos, and M. Noordewier.",
126128,http:///www.neci.nj.nec.com/homepages/pny/papers/compclass/compclass.ps,DNA sequence classification using compression-based induction.,"D. Loewenstern, H. Hirsh, P. N. Yianilos, and M. Noordewier.",
126176,http://ftp://ftp.cl.cam.ac.uk/opera/nomad.ps.gz,A Framework to Support Mobile Users of Multimedia Applications.,"John Bates, David Halls, and Jean Bacon.","Submitted to ACM Mobile Networks and Nomadic Applications (NOMAD),"
126179,http://ftp://ftp.nj.nec.com/pub/pls/toplas95.ps,Higher-order distributed objects.,"Henry Cejtin, Suresh Jagannathan, and Richard Kelsey.",
126180,http:///www.cs.nyu.edu/phd_students/fuchs/papers/disser/book.ps,"for Life in the Net,","Matthew Fuchs. Dreme,",
126201,http:///www-cs-students.stanford.edu/~csilvers/papers/metrics-sigir.ps,A comparison of projections for efficient document clustering.,Hinrich Schuetze and Craig Silverstein.,"In Proceedings of ACM/SIGIR,"
126210,http:///www.mcs.anl.gov/~anitescu/PUBLICATIONS/contacte3.ps.Z,"Formulating 3D Contact Dynamics Problems,","Anitescu, M., Cremer, J., and Potra, F.,",
126218,http:///cs.nyu.edu/cs/faculty/paige/papers/Erep3.ps,"C.M., A Geometric Constraint Solver,","Bouma, W., Fudos, I., Hoffmann,","in CAD,"
126218,http:///www.cs.purdue.edu/homes/fudos/distribution/Erep/Erep3.ps,"C.M., A Geometric Constraint Solver,","Bouma, W., Fudos, I., Hoffmann,","in CAD,"
126229,http:///www.cs.tamu.edu/research/robotics/LiHan/Papers/Inst-98.ps.gz,"The Instantaneous Kinematics of Manipulation,","Han, L., Trinkle, J.,","in Int. Conf. on Robotics and Automation,"
126229,http:///www.cs.tamu.edu/research/robotics/LiHan/Papers/IsatpMd.ps.gz,"The Instantaneous Kinematics of Manipulation,","Han, L., Trinkle, J.,","in Int. Conf. on Robotics and Automation,"
126338,http://ftp://ftp.cs.rochester.edu/pub/papers/systems/94.tr540.Loop_scheduling_for_heterogeneity.ps.Z,Loop scheduling for heterogeneity.,"M. Cierniak, W. Li, and M. J. Zaki.","In Proceedings of the 4th International Symposium on High-Performance Distributed Computing,"
126338,http://ftp://ftp.cs.rochester.edu/pub/papers/systems/95.HPDC.Loop_scheduling_for_heterogeneity.ps.Z,Loop scheduling for heterogeneity.,"M. Cierniak, W. Li, and M. J. Zaki.","In Proceedings of the 4th International Symposium on High-Performance Distributed Computing,"
126339,http://ftp://ftp.cs.rice.edu/public/TreadMarks/papers/ipps97.ps.gz,Evaluating the performance of software distributed shared memory as a target for parallelizing compilers.,"A. Cox, S. Dwarkadas, H. Lu, and W. Zwaenepoel.","In Proceedings of the 11th International Parallel Processing Symposium,"
126339,http:///www.cs.rice.edu/~willy/papers/ipps97.ps.gz,Evaluating the performance of software distributed shared memory as a target for parallelizing compilers.,"A. Cox, S. Dwarkadas, H. Lu, and W. Zwaenepoel.","In Proceedings of the 11th International Parallel Processing Symposium,"
126339,http:///www.cs.rochester.edu/u/sandhya/papers/ipps97.ps.gz,Evaluating the performance of software distributed shared memory as a target for parallelizing compilers.,"A. Cox, S. Dwarkadas, H. Lu, and W. Zwaenepoel.","In Proceedings of the 11th International Parallel Processing Symposium,"
126359,http://ftp://ftp.cs.rochester.edu/pub/papers/systems/95.tr602.Customized_dynamic_load_balancing.ps.gz,Customized dynamic load balancing for network of workstations.,"Srinivasan Parthasarathy Mohammed Javeed Zaki, Wei Li.",
126359,http://ftp://ftp.cs.rochester.edu/pub/papers/systems/96.HPDC.Customized_dynamic_load_balancing.ps.gz,Customized dynamic load balancing for network of workstations.,"Srinivasan Parthasarathy Mohammed Javeed Zaki, Wei Li.",
126458,http://ftp://ftp.eecs.umich.edu/people/durfee/aaai96ws-aprc.ps.Z,Detecting and reacting to unplanned-for world states.,"Atkins, E. M.; Durfee, E. H.; and Shin, K. G.",In Papers from the 1996 AAAI Fall Symposium 'Plan Execution: Problems and Issues'.
126458,http://ftp://ftp.eecs.umich.edu/people/durfee/aaai97-ads.ps.Z,Detecting and reacting to unplanned-for world states.,"Atkins, E. M.; Durfee, E. H.; and Shin, K. G.",In Papers from the 1996 AAAI Fall Symposium 'Plan Execution: Problems and Issues'.
126458,http:///ai.eecs.umich.edu/people/marbles/papers/aaai-97.ps,Detecting and reacting to unplanned-for world states.,"Atkins, E. M.; Durfee, E. H.; and Shin, K. G.",In Papers from the 1996 AAAI Fall Symposium 'Plan Execution: Problems and Issues'.
126458,http:///ai.eecs.umich.edu/people/marbles/papers/action.workshop.ps,Detecting and reacting to unplanned-for world states.,"Atkins, E. M.; Durfee, E. H.; and Shin, K. G.",In Papers from the 1996 AAAI Fall Symposium 'Plan Execution: Problems and Issues'.
126458,http:///ai.eecs.umich.edu/people/marbles/papers/plan.exec.symp.ps,Detecting and reacting to unplanned-for world states.,"Atkins, E. M.; Durfee, E. H.; and Shin, K. G.",In Papers from the 1996 AAAI Fall Symposium 'Plan Execution: Problems and Issues'.
126470,http:///www.cs.cmu.edu/afs/cs/usr/khaigh/www/papers/khaigh97a.ps.gz,High-level planning and low-level execution: Towards a complete robotic agent.,"Haigh, K. Z., and Veloso, M. M.",Proceedings of the First International Conference on Autonomous Agents.
126470,http:///www.cs.cmu.edu/afs/cs/usr/khaigh/www/papers/khaigh98b.ps.gz,High-level planning and low-level execution: Towards a complete robotic agent.,"Haigh, K. Z., and Veloso, M. M.",Proceedings of the First International Conference on Autonomous Agents.
126470,http:///www.cs.cmu.edu/afs/cs.cmu.edu/user/khaigh/www/papers/khaigh98b.ps.gz,High-level planning and low-level execution: Towards a complete robotic agent.,"Haigh, K. Z., and Veloso, M. M.",Proceedings of the First International Conference on Autonomous Agents.
126470,http:///www.cs.cmu.edu/~khaigh/papers/khaigh97a.ps.gz,High-level planning and low-level execution: Towards a complete robotic agent.,"Haigh, K. Z., and Veloso, M. M.",Proceedings of the First International Conference on Autonomous Agents.
126470,http:///www.ri.cmu.edu/afs/cs/usr/khaigh/www/papers/khaigh97a.ps.gz,High-level planning and low-level execution: Towards a complete robotic agent.,"Haigh, K. Z., and Veloso, M. M.",Proceedings of the First International Conference on Autonomous Agents.
126470,http:///www.ri.cmu.edu/afs/cs.cmu.edu/user/khaigh/www/papers/khaigh98b.ps.gz,High-level planning and low-level execution: Towards a complete robotic agent.,"Haigh, K. Z., and Veloso, M. M.",Proceedings of the First International Conference on Autonomous Agents.
126479,http:///ic-www.arc.nasa.gov/ic/projects/mba/papers/newmaap.ps,An autonomous spacecraft agent prototype.,"Pell, B.; Bernard, D. E.; Chien, S. A.; Gat, E.; Muscettola, N.; Nayak, P. P.; Wagner, M. D.; and Williams, B. C.",In Proceedings of the First International Conference on Autonomous Agents.
126499,http:///www.cs.berkeley.edu/~russell/papers/jpl-final.ps.gz,Traffic surveillance and detection technology development: New traffic sensor technology final report.,J. Malik and S. Russell.,
126565,http:///www-icparc.doc.ic.ac.uk/papers/an_instance_of_adaptive_constraint_propa.ps,"`An instance of adaptive constraint propagation\',","H. El Sakkout, M. Wallace, and B. Richards,","in Proc. of CP96,"
126573,http:///www-icparc.doc.ic.ac.uk/papers/a_new_approach_to_integrate_mixed_intege.ps,A new approach to integrating mixed integer programming with constraint logic programming.,"Robert Rodosek, Mark Wallace, and Mozafian Hajian.",
126612,http:///www.cs.rice.edu/CS/PLT/Publications/popl92-cf.ps.gz,Observable sequentiality and full abstraction.,R. Cartwright and M. Felleisen.,"In Conference Record 19th ACM Symposium on Principles of Programming Languages,"
126612,http:///www.cs.rice.edu/CS/PLT/Publications/tr91-167.ps.gz,Observable sequentiality and full abstraction.,R. Cartwright and M. Felleisen.,"In Conference Record 19th ACM Symposium on Principles of Programming Languages,"
126694,http:///www.cs.toronto.edu/~micah/pubs/search.ps,Asynchronous shared memory search structures.,M. Adler.,"In Proc. 8th ACM Symp. on Parallel Algorithms and Architectures,"
126700,http:///c.gp.cs.cmu.edu:5103/afs/cs.cmu.edu/project/scandal/public/papers/dxbsp-spaa95.ps.gz,Accounting for memory bank contention and delay in high-bandwidth multiprocessors.,"G.E. Blelloch, P.B. Gibbons, Y. Matias, and M. Zagha.",
126700,http:///www-cgi.cs.cmu.edu/afs/cs.cmu.edu/project/scandal/public/papers/dxbsp-spaa95.ps.gz,Accounting for memory bank contention and delay in high-bandwidth multiprocessors.,"G.E. Blelloch, P.B. Gibbons, Y. Matias, and M. Zagha.",
126700,http:///www.cs.cmu.edu/afs/cs.cmu.edu/project/scandal/public/papers/dxbsp-spaa95.ps.gz,Accounting for memory bank contention and delay in high-bandwidth multiprocessors.,"G.E. Blelloch, P.B. Gibbons, Y. Matias, and M. Zagha.",
126700,http:///www.ri.cmu.edu/afs/cs.cmu.edu/project/scandal/public/papers/dxbsp-spaa95.ps.gz,Accounting for memory bank contention and delay in high-bandwidth multiprocessors.,"G.E. Blelloch, P.B. Gibbons, Y. Matias, and M. Zagha.",
126793,http:///www.biostat.wisc.edu/~kosorok/papers/mcmcrev1a.ps,Geyer. Markov chain Monte Carlo maximum likelihood.,C.J.,"In Computing Science and Statistics: Proceedings of the 23rd Symposium on the Interface,"
126867,http:///mnemosyne.itc.it:1024/ricci/papers/IRST-TR-9404-07.ps.Z,a platform for emergencies management systems.,"F. Ricci, S. Mam, P. Marti, V. Normand, and P. Olmo. CHARADE:",
126868,http:///mnemosyne.itc.it:1024/~avesani/papers/aiia93.ps,"'Planning in a Complex Real Domain',","Ricci, F., Perini, A. and Avesani, P.","Proceedings of the Italian Planning Workshop 1993,"
126894,http:///www.uni-paderborn.de/fachbereich/AG/agmadh/Scripts/GENERAL/Interactive/Lund-PhD.ps.gz,The Power of Interaction.,C. Lund.,
126909,http://ftp://ftp.cs.toronto.edu/pub/radford/nonrev.ps.Z,"(1997) 'Analysis of a non-reversible Markov chain sampler',","Diaconis, P., Holmes, S., and Neal, R. M.",
126909,http://ftp://ftp.cs.utoronto.ca/pub/radford/nonrev.ps.Z,"(1997) 'Analysis of a non-reversible Markov chain sampler',","Diaconis, P., Holmes, S., and Neal, R. M.",
126912,http:///www.cs.toronto.edu/~frey/csbn.ps,Continuous sigmoidal belief networks trained using slice sampling.,"Frey, B. J.",Advances in Neural Information Processing Systems 9.
126912,http:///www.cs.toronto.edu/~frey/csbn.ps.Z,Continuous sigmoidal belief networks trained using slice sampling.,"Frey, B. J.",Advances in Neural Information Processing Systems 9.
126912,http:///www.cs.toronto.edu/~frey/papers/sscsbn.ps.Z,Continuous sigmoidal belief networks trained using slice sampling.,"Frey, B. J.",Advances in Neural Information Processing Systems 9.
126920,http://ftp://ftp.isds.duke.edu/pub/WorkingPapers/96-17.ps,Auxilliary variable methods for Markov chain Monte Carlo with applications.,D.M. Higdon.,
126926,http://ftp://ftp.cs.toronto.edu/pub/radford/over.ps.Z,"(1995) 'Suppressing random walks in Markov chain Monte Carlo using ordered overrelaxation',","Neal, R. M.",
126926,http://ftp://ftp.cs.utoronto.ca/pub/radford/overk.ps.Z,"(1995) 'Suppressing random walks in Markov chain Monte Carlo using ordered overrelaxation',","Neal, R. M.",
126927,http://ftp://markov.utstat.toronto.edu/jeff/slice.ps.Z,Convergence Rates of Markov Chains.,J. S. Rosenthal.,
126927,http:///www.stats.bris.ac.uk/~maspb/MCMC/others/robetal.ps.gz,Convergence Rates of Markov Chains.,J. S. Rosenthal.,
126983,http:///www.cs.clemson.edu/~malloy/papers/simulation/oosc96.ps,England. Distributed simulation of large scale PCS networks.,"C. D. Carothers, R. M. Fuji-moto, Y. B. Lin, and P.","Proceedings of the Second International Workshop on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems,"
127023,http:///www.csl.sony.co.jp/person/kitano/RoboCup/RoboCup.ps,RoboCup: The Robot World Cup Initiative.,"H. Kitano, M. Asada, Y. Kuniyoshi, I. Noda, and E. Osawa.","In Proceedings of the IJCAI-95 Workshop on Entertainment and AI/ALife,"
127033,http://ftp://ftp.aic.nrl.navy.mil/pub/papers/1994/AIC-94-003.ps,"'Learning robot behaviors using genetic algorithms,'","Schultz, Alan C.","Intelligent Automation and Soft Computing: Trends in Research, Development, and Applications, v1,"
127033,http:///www.aic.nrl.navy.mil/papers/1994/AIC-94-003.ps,"'Learning robot behaviors using genetic algorithms,'","Schultz, Alan C.","Intelligent Automation and Soft Computing: Trends in Research, Development, and Applications, v1,"
127088,http://ftp://ftp.eecs.umich.edu/people/aprakash/collaboration/papers/CSE-TR-156-14.ps.gz,"A framework for undoing actions in collaborative systems. Transactions on Computer Human Interactions,",A. Prakash and M.J. Knister.,
127088,http://ftp://ftp.eecs.umich.edu/people/aprakash/collaboration/papers/undo-tochi94.ps,"A framework for undoing actions in collaborative systems. Transactions on Computer Human Interactions,",A. Prakash and M.J. Knister.,
127090,http:///www.cs.pitt.edu/~suew/suleiman.ps,"'Serialization of Concurrent Operations in a Distributed Collaborative Environment,'","Suleiman M., Cart M., Ferri J.;","in Proc. ACM Int. Conf. on Supporting Group Work,"
127162,http://ftp://ftp.cs.ucsd.edu/pub/team/groupCommunication.ps.Z,Synchronous and asynchronous group communication.,Flaviu Cristian.,
127162,http://ftp://ftp.cs.ucsd.edu/pub/team/simTestMembership.ps.Z,Synchronous and asynchronous group communication.,Flaviu Cristian.,
127170,http:///www.cs.cornell.edu/Info/People/hayden/thesis.ps,The Ensemble System.,Mark Hayden.,
127321,http:///infopad.eecs.berkeley.edu/~burd/software/maker2html/ex7/vlsiwkshp.ps.gz,System-level design guidance using al-gorithm properties.,"L. M. Guerra, M. Potkonjak, and J. Rabaey.","In Proc. of the VLSI Signal Processing Workshop,"
127321,http:///infopad.eecs.berkeley.edu:80/~burd/software/maker2html/ex7/vlsiwkshp.ps.gz,System-level design guidance using al-gorithm properties.,"L. M. Guerra, M. Potkonjak, and J. Rabaey.","In Proc. of the VLSI Signal Processing Workshop,"
127394,http://ftp://ftp.cs.cornell.edu/pub/brd/s/cg97-submitted.ps.gz,"The area bisectors of a polygon and force equilibria in programmable vector fields,","K.-F. Bohringer, B. R. Donald, and D. Halperin.",
127394,http://ftp://ftp.cs.cornell.edu/pub/karl/SCG97.ps.gz,"The area bisectors of a polygon and force equilibria in programmable vector fields,","K.-F. Bohringer, B. R. Donald, and D. Halperin.",
127394,http:///www.cs.dartmouth.edu/~brd/f/s/cg97-submitted.ps.gz,"The area bisectors of a polygon and force equilibria in programmable vector fields,","K.-F. Bohringer, B. R. Donald, and D. Halperin.",
127542,http://ftp://ftp.cs.washington.edu/tr/1992/07/UW-CSE-92-07-07.PS.Z,Non-uniformities introduced by virtual channel deadlock prevention.,K. Bolding.,
127556,http://ftp://ftp.cs.caltech.edu/tr/cs-tr-92-06.ps.Z,A critique of adaptive routing.,M. J. Pertel.,
127593,http://ftp://info.mcs.anl.gov/pub/tech_reports/reports/P357.ps.Z,"Local convergence of interior-point algorithms for degenerate monotone LCP,","R. D. C. Monteiro and S. J. Wright,",
127621,http://ftp://theory.lcs.mit.edu/pub/tcryptol/98-17.ps,"'Making an empty promise with a quantum computer',","H. F. Chau, and H.-K. Lo,",
127677,http:///diva.eecs.berkeley.edu/~ananth/DMCCR.ps,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///diva.eecs.berkeley.edu/~ananth/DMCCR.ps.gz,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///diva.eecs.berkeley.edu/~ananth/NetworkCRC.ps.gz,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///diva.eecs.berkeley.edu/~ananth/bscpaper.ps,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///diva.eecs.berkeley.edu/~ananth/bscpapercopy.ps.gz,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///www.eecs.berkeley.edu/~ananth/DMCCR.ps,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///www.eecs.berkeley.edu/~ananth/DMCCR.ps.gz,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///www.eecs.berkeley.edu/~ananth/NetworkCRC.ps,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///www.eecs.berkeley.edu/~ananth/NetworkCRC.ps.gz,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///www.eecs.berkeley.edu/~ananth/bscpaper.ps,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127677,http:///www.eecs.berkeley.edu/~ananth/bscpapercopy.ps.gz,The common randomness capacity of a pair of independent discrete memoryless channels.,S. Venkatesan and V. Anantharam.,
127678,http:///diva.eecs.berkeley.edu/~ananth/IDwithFeedback.ps.gz,Identification plus transmission over channels with perfect feedback.,S. Venkatesan and V. Anantharam.,
127678,http:///www.eecs.berkeley.edu/~ananth/IDwithFeedback.ps,Identification plus transmission over channels with perfect feedback.,S. Venkatesan and V. Anantharam.,
127678,http:///www.eecs.berkeley.edu/~ananth/IDwithFeedback.ps.gz,Identification plus transmission over channels with perfect feedback.,S. Venkatesan and V. Anantharam.,
127799,http:///www-ccs.cs.umass.edu/~kamath/IFIP-WG-8.1.ps,A Persistent Message-Based Architecture for Distributed Workflow Management.,"G. Alonso, D. Agrawal, A. El Abbadi, C. Mohan, R. Gunthor, and M. Kamath. Exotica/FMQM:",
127940,http:///www.cs.wustl.edu/cs/techreports/1993/wucs-93-26.ps.Z,TRAINREC: A System for Training Feedforward and Simple Recurrent Networks Efficiently and Correctly.,"Kalman, B.L., and Kwasny, Stan C.",
128004,http://ftp://ftp.idsia.ch/pub/luca/papers/ACS-BIO97.ps.gz,Ant colonies for the travelling salesman problem.,Marco Dorigo and Luca Maria Gambardella.,
128004,http://ftp://iridia.ulb.ac.be/pub/dorigo/journals/IJ.15-BIOSYS97.ps.gz,Ant colonies for the travelling salesman problem.,Marco Dorigo and Luca Maria Gambardella.,
128031,http://ftp://ftp.cs.umd.edu/pub/realtime/rtoss93-TCEL.ps.gz,Scheduling with compiler transformations: the TCEL approach.,S. Hong and R. Gerber.,"In Proceedings, IEEE Workshop on Real-Time Operating Systems and Software,"
128035,http://ftp://ftp.cs.umd.edu/pub/realtime/proc_ieee.ps.gz,"'Specification and analysis of resource-bound real-time systems,'","R. Gerber and I. Lee,",
128130,http:///www.cs.rpi.edu/tr/95-15.ps,Well-behaved derivations in one-rule Semi-Thue Systems.,"McNaughton, R.",
128132,http://ftp://ftp.cs.uu.nl/pub/RUU/CS/techreps/CS-1994/1994-44.ps.gz,"'A complete characterization of termination of 0 p 1 q ! 1 r 0 s ,' presented at a conference in 1995.","H. Zantema and A. Geser,",
128132,http://ftp://ftp.cs.uu.nl/pub/RUU/CS/techreps/CS-1996/1996-03.ps.gz,"'A complete characterization of termination of 0 p 1 q ! 1 r 0 s ,' presented at a conference in 1995.","H. Zantema and A. Geser,",
128141,http:///www.cs.utexas.edu/users/pclark/papers/ewsl88.ps,Representing arguments as background knowledge for constraining generalisation.,Peter Clark.,"Proc. Third European Working Session on Learning (EWSL-88),"
128202,http:///www.cs.helsinki.fi/~jkivinen/abstracts/kmu-lrle-94.ps.gz,Learning rules with local exceptions.,"J. Kivinen, H. Mannila, and E. Ukkonen.","In Proceedings of the European Conference on Computational Learning Theory (COLT),"
128203,http:///www.cs.helsinki.fi/~jkivinen/abstracts/kmu-lhrs-92.ps.gz,Learning hierarchical rule sets.,"Jyrki Kivinen, Heikki Mannila, and Esko Ukkonen.","Proceedings of the ACM Workshop of Computational Learning Theory,"
128229,http://ftp://ftp.fas.sfu.ca/pub/cs/han/kdd/dyn94.ps,Dynamic generation and refinement of concept hierarchies for knowledge discovery in databases.,J. Han and Y. Fu.,"In AAAI\'94 Workshop on Knowledge Discovery in Databases,"
128271,http://ftp://ftp.cs.umass.edu/pub/eksl/tech-reports/94-03.ps,Humans plus agents maintain schedules better than either alone.,"Oates, T. and Cohen, P.R.",
128271,http:///www-eksl.cs.umass.edu/papers/94-03.ps,Humans plus agents maintain schedules better than either alone.,"Oates, T. and Cohen, P.R.",
128319,http://ftp://ftp.sics.se/pub/SICS-reports/Reports/SICS-R--90-02--SE.ps.Z,Kernel Andorra Prolog and its computation model.,S. Haridi and S. Janson.,"Proceedings of the Seventh International Conference on Logic Programming,"
128333,http:///http.cs.berkeley.edu/~fateman/papers/lispfloat.ps,Fast Floating-Point Computation in Lisp ACM Trans.,"R. Fateman, K. Broughan, D. Willcock, D. Rettig,",
128334,http:///polaris.cs.uiuc.edu/reports/1259.ps.gz,Future research directions in problem solving environments for computational science.,"Stratis Gallopoulos, Elias Houstis, and John Rice.",
128334,http:///www.cs.purdue.edu/research/cse/publications/tr/92/92-032.ps.gz,Future research directions in problem solving environments for computational science.,"Stratis Gallopoulos, Elias Houstis, and John Rice.",
128383,http:///c.gp.cs.cmu.edu:5103/afs/cs/usr/katia/www/cabins-papers/caia95-final.ps.gz,"'Using case-based reasoning to acquire user scheduling preferences that change over time,'","K. Sycara, D. Zeng, and K. Miyashita,","in The Proceedings of the Eleventh IEEE Conference on Artificial Intelligence Applications (CAIA \'95),"
128383,http:///www.cs.cmu.edu/~sycara/cabins-papers/caia95-final.ps.gz,"'Using case-based reasoning to acquire user scheduling preferences that change over time,'","K. Sycara, D. Zeng, and K. Miyashita,","in The Proceedings of the Eleventh IEEE Conference on Artificial Intelligence Applications (CAIA \'95),"
128465,http:///www.cs.cornell.edu/slk/papers/slk.ps,"A Capability System Based on Safe Language Technology,","Thorsten von Eicken et al, SLK:",
128540,http:///www.cs.unr.edu/src/techreports/sushil/flairs95.ps,'Adapting control strategies for situated autonomous agents.',A. Murray and S. J. Louis.,"Proceedings of the Third Golden West International Conference on Intelligent Systems,"
128544,http://ftp://hpsl.cs.umd.edu/pub/papers/isas96.ps.Z,"Hybrid Method on Network of Heterogeneous Parallel Computers,","G. Edjlali, N. Emad, and S. Petiton,","Proceedings of the 14th IMACS World Congress,"
128571,http:///www.cs.duke.edu/~jsv/Papers/HLV94.motion_compensation.ps.gz,"'Explicit bit-minimization for motion-compensated video coding',","D. T. Hoang, P. M. Long, and J. S. Vitter,","in Proceedings of the 1994 Data Compression Conference,"
128571,http:///www.iscs.nus.sg/~plong/papers/explicit.ps,"'Explicit bit-minimization for motion-compensated video coding',","D. T. Hoang, P. M. Long, and J. S. Vitter,","in Proceedings of the 1994 Data Compression Conference,"
128714,http:///http.cs.berkeley.edu/~asah/papers/other/printed/preemptible-hashjoin.ps.gz,"'Partially Preemptible Hash Joins',","H. Pang, M.J. Carey, M. Livny,","Proc. of the ACM 1993 SIGMOD Conf.,"
128714,http:///www.cs.wisc.edu/~fischer/ftp/pub/tech-reports/ncstrl.uwmadison/CS-TR-93-1144/CS-TR-93-1144.ps.Z,"'Partially Preemptible Hash Joins',","H. Pang, M.J. Carey, M. Livny,","Proc. of the ACM 1993 SIGMOD Conf.,"
128715,http:///www.cs.wisc.edu/~fischer/ftp/pub/tech-reports/ncstrl.uwmadison/CS-TR-93-1139/CS-TR-93-1139.ps.Z,"Using Shared Virtual Memory for Parallel Join Processing,","A. SHATDAL and J. F. NAUGHTON,",
128715,http:///www.cs.wisc.edu/~shatdal/papers/sig93.ps,"Using Shared Virtual Memory for Parallel Join Processing,","A. SHATDAL and J. F. NAUGHTON,",
128723,http:///www.cs.mu.oz.au/tr_db/mu_94_31.ps.gz,Towards Optimal Storage Design for Efficient Query Processing in Relational Database Systems.,Evan Philip Harris.,
128746,http:///www.cs.ucl.ac.uk/research/mobile/archives/DCNDS/General/ieeepc96-nomadic.ps.gz,"'Vision, Issues, and Architecture for Nomadic Computing.'","Rajive Bagrodia, Wesley W. Chu, Leonard Kleinrock, and Gerald Popek.",
128749,http:///www.isi.edu:80/people/johnh/PAPERS/Heidemann92a.ps.gz,Primarily disconnected operation: experiences with Ficus.,"John S. Heidemann, Thomas W. Page, Richard G. Guy, and Gerald J. Popek.","Proceedings of 2nd Workshop on the Management of Replicated Data (Monterey,"
128796,http:///www.cs.cmu.edu/~softagents/papers/kbcs96.ps.gz,A Personal Text Filtering Agent.,"Pannu, A. and Sycara, K.","Proceedings of the AAAI Stanford Spring Symposium on Machine Learning and Information Access,"
128820,http://ftp://ftp.cs.umd.edu/pub/papers/papers/3274/3274.ps.Z,Guaranteeing end-to-end timing constraints by calibrating intermediate processes.,"Richard Gerber, Seongsoo Hong, and Manas Saksena.","In Proceedings 15th Real Time Systems Symposium,"
